sample population group sex
HG03540_1 GWD GWD 1
HG03540_2 GWD GWD 1
HG03547_1 MSL MSL 1
HG03547_2 MSL MSL 1
HG03548_1 MSL MSL 1
HG03548_2 MSL MSL 1
HG03556_1 MSL MSL 1
HG03556_2 MSL MSL 1
HG03557_1 MSL MSL 1
HG03557_2 MSL MSL 1
HG03558_1 MSL MSL 1
HG03558_2 MSL MSL 1
HG03559_1 MSL MSL 1
HG03559_2 MSL MSL 1
HG03563_1 MSL MSL 1
HG03563_2 MSL MSL 1
HG03565_1 MSL MSL 1
HG03565_2 MSL MSL 1
HG03567_1 MSL MSL 1
HG03567_2 MSL MSL 1
HG03571_1 MSL MSL 1
HG03571_2 MSL MSL 1
HG03572_1 MSL MSL 1
HG03572_2 MSL MSL 1
HG03574_1 MSL MSL 1
HG03574_2 MSL MSL 1
HG03575_1 MSL MSL 1
HG03575_2 MSL MSL 1
HG03576_1 MSL MSL 1
HG03576_2 MSL MSL 1
HG03577_1 MSL MSL 1
HG03577_2 MSL MSL 1
HG03578_1 MSL MSL 1
HG03578_2 MSL MSL 1
HG03579_1 MSL MSL 1
HG03579_2 MSL MSL 1
HG03582_1 MSL MSL 1
HG03582_2 MSL MSL 1
HG03583_1 MSL MSL 1
HG03583_2 MSL MSL 1
HG03584_1 MSL MSL 1
HG03584_2 MSL MSL 1
HG03585_1 BEB BEB 1
HG03585_2 BEB BEB 1
HG03589_1 BEB BEB 1
HG03589_2 BEB BEB 1
HG03593_1 BEB BEB 1
HG03593_2 BEB BEB 1
HG03594_1 BEB BEB 1
HG03594_2 BEB BEB 1
HG03595_1 BEB BEB 1
HG03595_2 BEB BEB 1
HG03596_1 BEB BEB 1
HG03596_2 BEB BEB 1
HG03598_1 BEB BEB 1
HG03598_2 BEB BEB 1
HG03600_1 BEB BEB 1
HG03600_2 BEB BEB 1
HG03603_1 BEB BEB 1
HG03603_2 BEB BEB 1
HG03604_1 BEB BEB 1
HG03604_2 BEB BEB 1
HG03605_1 BEB BEB 1
HG03605_2 BEB BEB 1
HG03606_1 BEB BEB 1
HG03606_2 BEB BEB 1
HG03607_1 BEB BEB 1
HG03607_2 BEB BEB 1
HG03611_1 BEB BEB 1
HG03611_2 BEB BEB 1
HG03615_1 BEB BEB 1
HG03615_2 BEB BEB 1
HG03616_1 BEB BEB 1
HG03616_2 BEB BEB 1
HG03617_1 BEB BEB 1
HG03617_2 BEB BEB 1
HG03618_1 PJL PJL 1
HG03618_2 PJL PJL 1
HG03619_1 PJL PJL 1
HG03619_2 PJL PJL 1
HG03620_1 PJL PJL 1
HG03620_2 PJL PJL 1
HG03624_1 PJL PJL 1
HG03624_2 PJL PJL 1
HG03625_1 PJL PJL 1
HG03625_2 PJL PJL 1
HG03626_1 PJL PJL 1
HG03626_2 PJL PJL 1
HG03629_1 PJL PJL 1
HG03629_2 PJL PJL 1
HG03631_1 PJL PJL 1
HG03631_2 PJL PJL 1
HG03633_1 PJL PJL 1
HG03633_2 PJL PJL 1
HG03634_1 PJL PJL 1
HG03634_2 PJL PJL 1
HG03635_1 PJL PJL 1
HG03635_2 PJL PJL 1
HG03636_1 PJL PJL 1
HG03636_2 PJL PJL 1
HG03639_1 PJL PJL 1
HG03639_2 PJL PJL 1
HG03640_1 PJL PJL 1
HG03640_2 PJL PJL 1
HG03641_1 PJL PJL 1
HG03641_2 PJL PJL 1
HG03642_1 STU STU 1
HG03642_2 STU STU 1
HG03643_1 STU STU 1
HG03643_2 STU STU 1
HG03644_1 STU STU 1
HG03644_2 STU STU 1
HG03645_1 STU STU 1
HG03645_2 STU STU 1
HG03646_1 STU STU 1
HG03646_2 STU STU 1
HG03649_1 PJL PJL 1
HG03649_2 PJL PJL 1
HG03650_1 PJL PJL 1
HG03650_2 PJL PJL 1
HG03651_1 PJL PJL 1
HG03651_2 PJL PJL 1
HG03652_1 PJL PJL 1
HG03652_2 PJL PJL 1
HG03653_1 PJL PJL 1
HG03653_2 PJL PJL 1
HG03654_1 PJL PJL 1
HG03654_2 PJL PJL 1
HG03660_1 PJL PJL 1
HG03660_2 PJL PJL 1
HG03663_1 PJL PJL 1
HG03663_2 PJL PJL 1
HG03667_1 PJL PJL 1
HG03667_2 PJL PJL 1
HG03668_1 PJL PJL 1
HG03668_2 PJL PJL 1
HG03669_1 PJL PJL 1
HG03669_2 PJL PJL 1
HG03672_1 STU STU 1
HG03672_2 STU STU 1
HG03673_1 STU STU 1
HG03673_2 STU STU 1
HG03679_1 STU STU 1
HG03679_2 STU STU 1
HG03680_1 STU STU 1
HG03680_2 STU STU 1
HG03681_1 STU STU 1
HG03681_2 STU STU 1
HG03682_1 STU STU 1
HG03682_2 STU STU 1
HG03683_1 STU STU 1
HG03683_2 STU STU 1
HG03684_1 STU STU 1
HG03684_2 STU STU 1
HG03685_1 STU STU 1
HG03685_2 STU STU 1
HG03686_1 STU STU 1
HG03686_2 STU STU 1
HG03687_1 STU STU 1
HG03687_2 STU STU 1
HG03688_1 STU STU 1
HG03688_2 STU STU 1
HG03689_1 STU STU 1
HG03689_2 STU STU 1
HG03690_1 STU STU 1
HG03690_2 STU STU 1
HG03691_1 STU STU 1
HG03691_2 STU STU 1
HG03692_1 STU STU 1
HG03692_2 STU STU 1
HG03693_1 STU STU 1
HG03693_2 STU STU 1
HG03694_1 STU STU 1
HG03694_2 STU STU 1
HG03695_1 STU STU 1
HG03695_2 STU STU 1
HG03696_1 STU STU 1
HG03696_2 STU STU 1
HG03697_1 STU STU 1
HG03697_2 STU STU 1
HG03698_1 STU STU 1
HG03698_2 STU STU 1
HG03699_1 PJL PJL 1
HG03699_2 PJL PJL 1
HG03700_1 PJL PJL 1
HG03700_2 PJL PJL 1
HG03701_1 PJL PJL 1
HG03701_2 PJL PJL 1
HG03702_1 PJL PJL 1
HG03702_2 PJL PJL 1
HG03703_1 PJL PJL 1
HG03703_2 PJL PJL 1
HG03704_1 PJL PJL 1
HG03704_2 PJL PJL 1
HG03705_1 PJL PJL 1
HG03705_2 PJL PJL 1
HG03706_1 PJL PJL 1
HG03706_2 PJL PJL 1
HG03707_1 PJL PJL 1
HG03707_2 PJL PJL 1
HG03708_1 PJL PJL 1
HG03708_2 PJL PJL 1
HG03709_1 PJL PJL 1
HG03709_2 PJL PJL 1
HG03710_1 PJL PJL 1
HG03710_2 PJL PJL 1
HG03711_1 STU STU 1
HG03711_2 STU STU 1
HG03713_1 ITU ITU 1
HG03713_2 ITU ITU 1
HG03714_1 ITU ITU 1
HG03714_2 ITU ITU 1
HG03716_1 ITU ITU 1
HG03716_2 ITU ITU 1
HG03717_1 ITU ITU 1
HG03717_2 ITU ITU 1
HG03718_1 ITU ITU 1
HG03718_2 ITU ITU 1
HG03719_1 ITU ITU 1
HG03719_2 ITU ITU 1
HG03720_1 ITU ITU 1
HG03720_2 ITU ITU 1
HG03721_1 ITU ITU 1
HG03721_2 ITU ITU 1
HG03722_1 ITU ITU 1
HG03722_2 ITU ITU 1
HG03725_1 ITU ITU 1
HG03725_2 ITU ITU 1
HG03727_1 ITU ITU 1
HG03727_2 ITU ITU 1
HG03729_1 ITU ITU 1
HG03729_2 ITU ITU 1
HG03730_1 ITU ITU 1
HG03730_2 ITU ITU 1
HG03731_1 ITU ITU 1
HG03731_2 ITU ITU 1
HG03732_1 ITU ITU 1
HG03732_2 ITU ITU 1
HG03733_1 STU STU 1
HG03733_2 STU STU 1
HG03736_1 STU STU 1
HG03736_2 STU STU 1
HG03738_1 STU STU 1
HG03738_2 STU STU 1
HG03740_1 STU STU 1
HG03740_2 STU STU 1
HG03741_1 STU STU 1
HG03741_2 STU STU 1
HG03742_1 ITU ITU 1
HG03742_2 ITU ITU 1
HG03743_1 STU STU 1
HG03743_2 STU STU 1
HG03744_1 STU STU 1
HG03744_2 STU STU 1
HG03745_1 STU STU 1
HG03745_2 STU STU 1
HG03746_1 STU STU 1
HG03746_2 STU STU 1
HG03750_1 STU STU 1
HG03750_2 STU STU 1
HG03752_1 STU STU 1
HG03752_2 STU STU 1
HG03753_1 STU STU 1
HG03753_2 STU STU 1
HG03754_1 STU STU 1
HG03754_2 STU STU 1
HG03755_1 STU STU 1
HG03755_2 STU STU 1
HG03756_1 STU STU 1
HG03756_2 STU STU 1
HG03757_1 STU STU 1
HG03757_2 STU STU 1
HG03760_1 STU STU 1
HG03760_2 STU STU 1
HG03761_1 PJL PJL 1
HG03761_2 PJL PJL 1
HG03762_1 PJL PJL 1
HG03762_2 PJL PJL 1
HG03763_1 PJL PJL 1
HG03763_2 PJL PJL 1
HG03765_1 PJL PJL 1
HG03765_2 PJL PJL 1
HG03767_1 PJL PJL 1
HG03767_2 PJL PJL 1
HG03770_1 ITU ITU 1
HG03770_2 ITU ITU 1
HG03771_1 ITU ITU 1
HG03771_2 ITU ITU 1
HG03772_1 ITU ITU 1
HG03772_2 ITU ITU 1
HG03773_1 ITU ITU 1
HG03773_2 ITU ITU 1
HG03774_1 ITU ITU 1
HG03774_2 ITU ITU 1
HG03775_1 ITU ITU 1
HG03775_2 ITU ITU 1
HG03777_1 ITU ITU 1
HG03777_2 ITU ITU 1
HG03778_1 ITU ITU 1
HG03778_2 ITU ITU 1
HG03779_1 ITU ITU 1
HG03779_2 ITU ITU 1
HG03780_1 ITU ITU 1
HG03780_2 ITU ITU 1
HG03781_1 ITU ITU 1
HG03781_2 ITU ITU 1
HG03782_1 ITU ITU 1
HG03782_2 ITU ITU 1
HG03784_1 ITU ITU 1
HG03784_2 ITU ITU 1
HG03785_1 ITU ITU 1
HG03785_2 ITU ITU 1
HG03786_1 ITU ITU 1
HG03786_2 ITU ITU 1
HG03787_1 ITU ITU 1
HG03787_2 ITU ITU 1
HG03788_1 ITU ITU 1
HG03788_2 ITU ITU 1
HG03789_1 ITU ITU 1
HG03789_2 ITU ITU 1
HG03790_1 ITU ITU 1
HG03790_2 ITU ITU 1
HG03792_1 ITU ITU 1
HG03792_2 ITU ITU 1
HG03793_1 BEB BEB 1
HG03793_2 BEB BEB 1
HG03794_1 BEB BEB 1
HG03794_2 BEB BEB 1
HG03795_1 BEB BEB 1
HG03795_2 BEB BEB 1
HG03796_1 BEB BEB 1
HG03796_2 BEB BEB 1
HG03797_1 BEB BEB 1
HG03797_2 BEB BEB 1
HG03798_1 BEB BEB 1
HG03798_2 BEB BEB 1
HG03799_1 BEB BEB 1
HG03799_2 BEB BEB 1
HG03800_1 BEB BEB 1
HG03800_2 BEB BEB 1
HG03801_1 BEB BEB 1
HG03801_2 BEB BEB 1
HG03802_1 BEB BEB 1
HG03802_2 BEB BEB 1
HG03803_1 BEB BEB 1
HG03803_2 BEB BEB 1
HG03804_1 BEB BEB 1
HG03804_2 BEB BEB 1
HG03805_1 BEB BEB 1
HG03805_2 BEB BEB 1
HG03806_1 BEB BEB 1
HG03806_2 BEB BEB 1
HG03807_1 BEB BEB 1
HG03807_2 BEB BEB 1
HG03808_1 BEB BEB 1
HG03808_2 BEB BEB 1
HG03809_1 BEB BEB 1
HG03809_2 BEB BEB 1
HG03812_1 BEB BEB 1
HG03812_2 BEB BEB 1
HG03814_1 BEB BEB 1
HG03814_2 BEB BEB 1
HG03815_1 BEB BEB 1
HG03815_2 BEB BEB 1
HG03816_1 BEB BEB 1
HG03816_2 BEB BEB 1
HG03817_1 BEB BEB 1
HG03817_2 BEB BEB 1
HG03821_1 BEB BEB 1
HG03821_2 BEB BEB 1
HG03823_1 BEB BEB 1
HG03823_2 BEB BEB 1
HG03824_1 BEB BEB 1
HG03824_2 BEB BEB 1
HG03825_1 BEB BEB 1
HG03825_2 BEB BEB 1
HG03826_1 BEB BEB 1
HG03826_2 BEB BEB 1
HG03829_1 BEB BEB 1
HG03829_2 BEB BEB 1
HG03830_1 BEB BEB 1
HG03830_2 BEB BEB 1
HG03831_1 BEB BEB 1
HG03831_2 BEB BEB 1
HG03832_1 BEB BEB 1
HG03832_2 BEB BEB 1
HG03833_1 BEB BEB 1
HG03833_2 BEB BEB 1
HG03834_1 BEB BEB 1
HG03834_2 BEB BEB 1
HG03836_1 STU STU 1
HG03836_2 STU STU 1
HG03837_1 STU STU 1
HG03837_2 STU STU 1
HG03838_1 STU STU 1
HG03838_2 STU STU 1
HG03844_1 STU STU 1
HG03844_2 STU STU 1
HG03846_1 STU STU 1
HG03846_2 STU STU 1
HG03848_1 STU STU 1
HG03848_2 STU STU 1
HG03849_1 STU STU 1
HG03849_2 STU STU 1
HG03850_1 STU STU 1
HG03850_2 STU STU 1
HG03851_1 STU STU 1
HG03851_2 STU STU 1
HG03854_1 STU STU 1
HG03854_2 STU STU 1
HG03856_1 STU STU 1
HG03856_2 STU STU 1
HG03857_1 STU STU 1
HG03857_2 STU STU 1
HG03858_1 STU STU 1
HG03858_2 STU STU 1
HG03861_1 ITU ITU 1
HG03861_2 ITU ITU 1
HG03862_1 ITU ITU 1
HG03862_2 ITU ITU 1
HG03863_1 ITU ITU 1
HG03863_2 ITU ITU 1
HG03864_1 ITU ITU 1
HG03864_2 ITU ITU 1
HG03866_1 ITU ITU 1
HG03866_2 ITU ITU 1
HG03867_1 ITU ITU 1
HG03867_2 ITU ITU 1
HG03868_1 ITU ITU 1
HG03868_2 ITU ITU 1
HG03869_1 ITU ITU 1
HG03869_2 ITU ITU 1
HG03870_1 ITU ITU 1
HG03870_2 ITU ITU 1
HG03871_1 ITU ITU 1
HG03871_2 ITU ITU 1
HG03872_1 ITU ITU 1
HG03872_2 ITU ITU 1
HG03873_1 ITU ITU 1
HG03873_2 ITU ITU 1
HG03874_1 ITU ITU 1
HG03874_2 ITU ITU 1
HG03875_1 ITU ITU 1
HG03875_2 ITU ITU 1
HG03882_1 ITU ITU 1
HG03882_2 ITU ITU 1
HG03884_1 STU STU 1
HG03884_2 STU STU 1
HG03885_1 STU STU 1
HG03885_2 STU STU 1
HG03886_1 STU STU 1
HG03886_2 STU STU 1
HG03887_1 STU STU 1
HG03887_2 STU STU 1
HG03888_1 STU STU 1
HG03888_2 STU STU 1
HG03890_1 STU STU 1
HG03890_2 STU STU 1
HG03894_1 STU STU 1
HG03894_2 STU STU 1
HG03895_1 STU STU 1
HG03895_2 STU STU 1
HG03896_1 STU STU 1
HG03896_2 STU STU 1
HG03897_1 STU STU 1
HG03897_2 STU STU 1
HG03898_1 STU STU 1
HG03898_2 STU STU 1
HG03899_1 STU STU 1
HG03899_2 STU STU 1
HG03900_1 STU STU 1
HG03900_2 STU STU 1
HG03902_1 BEB BEB 1
HG03902_2 BEB BEB 1
HG03904_1 BEB BEB 1
HG03904_2 BEB BEB 1
HG03905_1 BEB BEB 1
HG03905_2 BEB BEB 1
HG03906_1 BEB BEB 1
HG03906_2 BEB BEB 1
HG03907_1 BEB BEB 1
HG03907_2 BEB BEB 1
HG03908_1 BEB BEB 1
HG03908_2 BEB BEB 1
HG03909_1 BEB BEB 1
HG03909_2 BEB BEB 1
HG03910_1 BEB BEB 1
HG03910_2 BEB BEB 1
HG03911_1 BEB BEB 1
HG03911_2 BEB BEB 1
HG03913_1 BEB BEB 1
HG03913_2 BEB BEB 1
HG03914_1 BEB BEB 1
HG03914_2 BEB BEB 1
HG03915_1 BEB BEB 1
HG03915_2 BEB BEB 1
HG03916_1 BEB BEB 1
HG03916_2 BEB BEB 1
HG03917_1 BEB BEB 1
HG03917_2 BEB BEB 1
HG03919_1 BEB BEB 1
HG03919_2 BEB BEB 1
HG03920_1 BEB BEB 1
HG03920_2 BEB BEB 1
HG03922_1 BEB BEB 1
HG03922_2 BEB BEB 1
HG03925_1 BEB BEB 1
HG03925_2 BEB BEB 1
HG03926_1 BEB BEB 1
HG03926_2 BEB BEB 1
HG03927_1 BEB BEB 1
HG03927_2 BEB BEB 1
HG03928_1 BEB BEB 1
HG03928_2 BEB BEB 1
HG03929_1 BEB BEB 1
HG03929_2 BEB BEB 1
HG03930_1 BEB BEB 1
HG03930_2 BEB BEB 1
HG03931_1 BEB BEB 1
HG03931_2 BEB BEB 1
HG03934_1 BEB BEB 1
HG03934_2 BEB BEB 1
HG03937_1 BEB BEB 1
HG03937_2 BEB BEB 1
HG03940_1 BEB BEB 1
HG03940_2 BEB BEB 1
HG03941_1 BEB BEB 1
HG03941_2 BEB BEB 1
HG03942_1 BEB BEB 1
HG03942_2 BEB BEB 1
HG03943_1 STU STU 1
HG03943_2 STU STU 1
HG03944_1 STU STU 1
HG03944_2 STU STU 1
HG03945_1 STU STU 1
HG03945_2 STU STU 1
HG03947_1 STU STU 1
HG03947_2 STU STU 1
HG03949_1 STU STU 1
HG03949_2 STU STU 1
HG03950_1 STU STU 1
HG03950_2 STU STU 1
HG03951_1 STU STU 1
HG03951_2 STU STU 1
HG03953_1 STU STU 1
HG03953_2 STU STU 1
HG03955_1 STU STU 1
HG03955_2 STU STU 1
HG03960_1 ITU ITU 1
HG03960_2 ITU ITU 1
HG03963_1 ITU ITU 1
HG03963_2 ITU ITU 1
HG03965_1 ITU ITU 1
HG03965_2 ITU ITU 1
HG03967_1 ITU ITU 1
HG03967_2 ITU ITU 1
HG03968_1 ITU ITU 1
HG03968_2 ITU ITU 1
HG03969_1 ITU ITU 1
HG03969_2 ITU ITU 1
HG03971_1 ITU ITU 1
HG03971_2 ITU ITU 1
HG03973_1 ITU ITU 1
HG03973_2 ITU ITU 1
HG03974_1 ITU ITU 1
HG03974_2 ITU ITU 1
HG03976_1 ITU ITU 1
HG03976_2 ITU ITU 1
HG03977_1 ITU ITU 1
HG03977_2 ITU ITU 1
HG03978_1 ITU ITU 1
HG03978_2 ITU ITU 1
HG03985_1 STU STU 1
HG03985_2 STU STU 1
HG03986_1 STU STU 1
HG03986_2 STU STU 1
HG03989_1 STU STU 1
HG03989_2 STU STU 1
HG03990_1 STU STU 1
HG03990_2 STU STU 1
HG03991_1 STU STU 1
HG03991_2 STU STU 1
HG03992_1 STU STU 1
HG03992_2 STU STU 1
HG03995_1 STU STU 1
HG03995_2 STU STU 1
HG03998_1 STU STU 1
HG03998_2 STU STU 1
HG03999_1 STU STU 1
HG03999_2 STU STU 1
HG04001_1 ITU ITU 1
HG04001_2 ITU ITU 1
HG04002_1 ITU ITU 1
HG04002_2 ITU ITU 1
HG04003_1 STU STU 1
HG04003_2 STU STU 1
HG04006_1 STU STU 1
HG04006_2 STU STU 1
HG04014_1 ITU ITU 1
HG04014_2 ITU ITU 1
HG04015_1 ITU ITU 1
HG04015_2 ITU ITU 1
HG04017_1 ITU ITU 1
HG04017_2 ITU ITU 1
HG04018_1 ITU ITU 1
HG04018_2 ITU ITU 1
HG04019_1 ITU ITU 1
HG04019_2 ITU ITU 1
HG04020_1 ITU ITU 1
HG04020_2 ITU ITU 1
HG04022_1 ITU ITU 1
HG04022_2 ITU ITU 1
HG04023_1 ITU ITU 1
HG04023_2 ITU ITU 1
HG04025_1 ITU ITU 1
HG04025_2 ITU ITU 1
HG04026_1 ITU ITU 1
HG04026_2 ITU ITU 1
HG04029_1 STU STU 1
HG04029_2 STU STU 1
HG04033_1 STU STU 1
HG04033_2 STU STU 1
HG04035_1 STU STU 1
HG04035_2 STU STU 1
HG04036_1 STU STU 1
HG04036_2 STU STU 1
HG04038_1 STU STU 1
HG04038_2 STU STU 1
HG04039_1 STU STU 1
HG04039_2 STU STU 1
HG04042_1 STU STU 1
HG04042_2 STU STU 1
HG04047_1 STU STU 1
HG04047_2 STU STU 1
HG04054_1 ITU ITU 1
HG04054_2 ITU ITU 1
HG04056_1 ITU ITU 1
HG04056_2 ITU ITU 1
HG04059_1 ITU ITU 1
HG04059_2 ITU ITU 1
HG04060_1 ITU ITU 1
HG04060_2 ITU ITU 1
HG04061_1 ITU ITU 1
HG04061_2 ITU ITU 1
HG04062_1 ITU ITU 1
HG04062_2 ITU ITU 1
HG04063_1 ITU ITU 1
HG04063_2 ITU ITU 1
HG04070_1 ITU ITU 1
HG04070_2 ITU ITU 1
HG04075_1 STU STU 1
HG04075_2 STU STU 1
HG04076_1 ITU ITU 1
HG04076_2 ITU ITU 1
HG04080_1 ITU ITU 1
HG04080_2 ITU ITU 1
HG04090_1 ITU ITU 1
HG04090_2 ITU ITU 1
HG04093_1 ITU ITU 1
HG04093_2 ITU ITU 1
HG04094_1 ITU ITU 1
HG04094_2 ITU ITU 1
HG04096_1 ITU ITU 1
HG04096_2 ITU ITU 1
HG04098_1 ITU ITU 1
HG04098_2 ITU ITU 1
HG04099_1 STU STU 1
HG04099_2 STU STU 1
HG04100_1 STU STU 1
HG04100_2 STU STU 1
HG04106_1 STU STU 1
HG04106_2 STU STU 1
HG04107_1 STU STU 1
HG04107_2 STU STU 1
HG04115_1 STU STU 1
HG04115_2 STU STU 1
HG04118_1 ITU ITU 1
HG04118_2 ITU ITU 1
HG04122_1 STU STU 1
HG04122_2 STU STU 1
HG04127_1 STU STU 1
HG04127_2 STU STU 1
HG04131_1 BEB BEB 1
HG04131_2 BEB BEB 1
HG04132_1 BEB BEB 1
HG04132_2 BEB BEB 1
HG04133_1 BEB BEB 1
HG04133_2 BEB BEB 1
HG04134_1 BEB BEB 1
HG04134_2 BEB BEB 1
HG04135_1 BEB BEB 1
HG04135_2 BEB BEB 1
HG04136_1 BEB BEB 1
HG04136_2 BEB BEB 1
HG04140_1 BEB BEB 1
HG04140_2 BEB BEB 1
HG04141_1 BEB BEB 1
HG04141_2 BEB BEB 1
HG04142_1 BEB BEB 1
HG04142_2 BEB BEB 1
HG04144_1 BEB BEB 1
HG04144_2 BEB BEB 1
HG04146_1 BEB BEB 1
HG04146_2 BEB BEB 1
HG04147_1 BEB BEB 1
HG04147_2 BEB BEB 1
HG04148_1 BEB BEB 1
HG04148_2 BEB BEB 1
HG04149_1 BEB BEB 1
HG04149_2 BEB BEB 1
HG04150_1 BEB BEB 1
HG04150_2 BEB BEB 1
HG04151_1 BEB BEB 1
HG04151_2 BEB BEB 1
HG04152_1 BEB BEB 1
HG04152_2 BEB BEB 1
HG04153_1 BEB BEB 1
HG04153_2 BEB BEB 1
HG04155_1 BEB BEB 1
HG04155_2 BEB BEB 1
HG04156_1 BEB BEB 1
HG04156_2 BEB BEB 1
HG04157_1 BEB BEB 1
HG04157_2 BEB BEB 1
HG04158_1 BEB BEB 1
HG04158_2 BEB BEB 1
HG04159_1 BEB BEB 1
HG04159_2 BEB BEB 1
HG04160_1 BEB BEB 1
HG04160_2 BEB BEB 1
HG04161_1 BEB BEB 1
HG04161_2 BEB BEB 1
HG04162_1 BEB BEB 1
HG04162_2 BEB BEB 1
HG04164_1 BEB BEB 1
HG04164_2 BEB BEB 1
HG04171_1 BEB BEB 1
HG04171_2 BEB BEB 1
HG04173_1 BEB BEB 1
HG04173_2 BEB BEB 1
HG04174_1 BEB BEB 1
HG04174_2 BEB BEB 1
HG04175_1 BEB BEB 1
HG04175_2 BEB BEB 1
HG04176_1 BEB BEB 1
HG04176_2 BEB BEB 1
HG04177_1 BEB BEB 1
HG04177_2 BEB BEB 1
HG04180_1 BEB BEB 1
HG04180_2 BEB BEB 1
HG04182_1 BEB BEB 1
HG04182_2 BEB BEB 1
HG04183_1 BEB BEB 1
HG04183_2 BEB BEB 1
HG04184_1 BEB BEB 1
HG04184_2 BEB BEB 1
HG04185_1 BEB BEB 1
HG04185_2 BEB BEB 1
HG04186_1 BEB BEB 1
HG04186_2 BEB BEB 1
HG04187_1 BEB BEB 1
HG04187_2 BEB BEB 1
HG04188_1 BEB BEB 1
HG04188_2 BEB BEB 1
HG04189_1 BEB BEB 1
HG04189_2 BEB BEB 1
HG04191_1 BEB BEB 1
HG04191_2 BEB BEB 1
HG04192_1 BEB BEB 1
HG04192_2 BEB BEB 1
HG04193_1 BEB BEB 1
HG04193_2 BEB BEB 1
HG04194_1 BEB BEB 1
HG04194_2 BEB BEB 1
HG04195_1 BEB BEB 1
HG04195_2 BEB BEB 1
HG04198_1 ITU ITU 1
HG04198_2 ITU ITU 1
HG04199_1 STU STU 1
HG04199_2 STU STU 1
HG04200_1 ITU ITU 1
HG04200_2 ITU ITU 1
HG04202_1 ITU ITU 1
HG04202_2 ITU ITU 1
HG04204_1 STU STU 1
HG04204_2 STU STU 1
HG04206_1 ITU ITU 1
HG04206_2 ITU ITU 1
HG04209_1 ITU ITU 1
HG04209_2 ITU ITU 1
HG04210_1 STU STU 1
HG04210_2 STU STU 1
HG04211_1 ITU ITU 1
HG04211_2 ITU ITU 1
HG04212_1 ITU ITU 1
HG04212_2 ITU ITU 1
HG04214_1 ITU ITU 1
HG04214_2 ITU ITU 1
HG04215_1 STU STU 1
HG04215_2 STU STU 1
HG04216_1 ITU ITU 1
HG04216_2 ITU ITU 1
HG04217_1 ITU ITU 1
HG04217_2 ITU ITU 1
HG04219_1 ITU ITU 1
HG04219_2 ITU ITU 1
HG04222_1 ITU ITU 1
HG04222_2 ITU ITU 1
HG04225_1 ITU ITU 1
HG04225_2 ITU ITU 1
HG04227_1 STU STU 1
HG04227_2 STU STU 1
HG04228_1 STU STU 1
HG04228_2 STU STU 1
HG04229_1 STU STU 1
HG04229_2 STU STU 1
HG04235_1 ITU ITU 1
HG04235_2 ITU ITU 1
HG04238_1 ITU ITU 1
HG04238_2 ITU ITU 1
HG04239_1 ITU ITU 1
HG04239_2 ITU ITU 1
NA06984_1 CEU CEU 1
NA06984_2 CEU CEU 1
NA06985_1 CEU CEU 1
NA06985_2 CEU CEU 1
NA06986_1 CEU CEU 1
NA06986_2 CEU CEU 1
NA06989_1 CEU CEU 1
NA06989_2 CEU CEU 1
NA06991_1 CEU CEU 1
NA06991_2 CEU CEU 1
NA06993_1 CEU CEU 1
NA06993_2 CEU CEU 1
NA06994_1 CEU CEU 1
NA06994_2 CEU CEU 1
NA06995_1 CEU CEU 1
NA06995_2 CEU CEU 1
NA06997_1 CEU CEU 1
NA06997_2 CEU CEU 1
NA07000_1 CEU CEU 1
NA07000_2 CEU CEU 1
NA07014_1 CEU CEU 1
NA07014_2 CEU CEU 1
NA07019_1 CEU CEU 1
NA07019_2 CEU CEU 1
NA07022_1 CEU CEU 1
NA07022_2 CEU CEU 1
NA07029_1 CEU CEU 1
NA07029_2 CEU CEU 1
NA07031_1 CEU CEU 1
NA07031_2 CEU CEU 1
NA07034_1 CEU CEU 1
NA07034_2 CEU CEU 1
NA07037_1 CEU CEU 1
NA07037_2 CEU CEU 1
NA07045_1 CEU CEU 1
NA07045_2 CEU CEU 1
NA07048_1 CEU CEU 1
NA07048_2 CEU CEU 1
NA07051_1 CEU CEU 1
NA07051_2 CEU CEU 1
NA07055_1 CEU CEU 1
NA07055_2 CEU CEU 1
NA07056_1 CEU CEU 1
NA07056_2 CEU CEU 1
NA07345_1 CEU CEU 1
NA07345_2 CEU CEU 1
NA07346_1 CEU CEU 1
NA07346_2 CEU CEU 1
NA07347_1 CEU CEU 1
NA07347_2 CEU CEU 1
NA07348_1 CEU CEU 1
NA07348_2 CEU CEU 1
NA07349_1 CEU CEU 1
NA07349_2 CEU CEU 1
NA07357_1 CEU CEU 1
NA07357_2 CEU CEU 1
NA07435_1 CEU CEU 1
NA07435_2 CEU CEU 1
NA10830_1 CEU CEU 1
NA10830_2 CEU CEU 1
NA10831_1 CEU CEU 1
NA10831_2 CEU CEU 1
NA10835_1 CEU CEU 1
NA10835_2 CEU CEU 1
NA10836_1 CEU CEU 1
NA10836_2 CEU CEU 1
NA10837_1 CEU CEU 1
NA10837_2 CEU CEU 1
NA10838_1 CEU CEU 1
NA10838_2 CEU CEU 1
NA10839_1 CEU CEU 1
NA10839_2 CEU CEU 1
NA10840_1 CEU CEU 1
NA10840_2 CEU CEU 1
NA10842_1 CEU CEU 1
NA10842_2 CEU CEU 1
NA10843_1 CEU CEU 1
NA10843_2 CEU CEU 1
NA10845_1 CEU CEU 1
NA10845_2 CEU CEU 1
NA10846_1 CEU CEU 1
